product_name,category,min_price_inr,max_price_inr,price_unit,raw_price,supplier_name,location,state,verified,rating,review_count,min_order_qty,description,product_url,scraped_at,data_source
Sodium Silicate Solution,Chemical & Pharma,11933.02,22671.93,Drum,"₹11,933 - ₹22,672/Litre",Modern Exports,Ahmedabad,Gujarat,True,,,10 MT,High-quality sodium silicate solution sourced directly from manufacturers.,,2026-06-12T12:55:32.830502,synthetic
Onion Dehydrated Flakes,Agricultural Products,1696.75,3989.21,Quintal,"₹1,697 - ₹3,989/MT",Raj Enterprises,Noida,Uttar Pradesh,True,3.9,197,500 MT,High-quality onion dehydrated flakes sourced directly from manufacturers.,,2026-06-12T12:55:32.835191,synthetic
Polyester Woven Fabric,Textiles & Apparel,980.31,1706.7,Roll,"₹980 - ₹1,707/Roll",Shree Exports,Ludhiana,Punjab,True,4.0,287,1 Roll,High-quality polyester woven fabric sourced directly from manufacturers.,,2026-06-12T12:55:32.822168,synthetic
Sodium Bicarbonate Food Grade,Chemical & Pharma,17193.91,32158.76,Litre,"₹17,194 - ₹32,159/Litre",Apex International,Pune,Maharashtra,True,4.6,311,50 Drum,High-quality sodium bicarbonate food grade sourced directly from manufacturers.,,2026-06-12T12:55:32.828452,synthetic
Servo Motor Driver,Electronics,11377.43,14127.46,Pack of 10,"₹11,377 - ₹14,127/Piece",Raj International,Mumbai,Maharashtra,False,4.3,215,100 Piece,High-quality servo motor driver sourced directly from manufacturers.,,2026-06-12T12:55:32.821184,synthetic
Welding Robot,Industrial Machinery,2959797.86,4494902.79,Unit,"₹2,959,798 - ₹4,494,903/Set",Global Traders,Pune,Maharashtra,False,,,100 Piece,High-quality welding robot sourced directly from manufacturers.,,2026-06-12T12:55:32.814638,synthetic
Tamarind Block Seedless,Agricultural Products,951.3,2340.17,Quintal,"₹951 - ₹2,340/Ton",Apex Industries,Hyderabad,Telangana,True,4.1,41,10 Bag (50 Kg),High-quality tamarind block seedless sourced directly from manufacturers.,,2026-06-12T12:55:32.835033,synthetic
RF Signal Amplifier,Electronics,3214.45,5470.58,Pack of 100,"₹3,214 - ₹5,471/Unit",Star Traders,Pune,Maharashtra,True,4.9,107,1 Piece,High-quality rf signal amplifier sourced directly from manufacturers.,,2026-06-12T12:55:32.818558,synthetic
Industrial Air Compressor,Industrial Machinery,678964.65,1516841.37,Piece,"₹678,965 - ₹1,516,841/Set",Anand Exports,Kanpur,Uttar Pradesh,False,4.8,115,10 Unit,High-quality industrial air compressor sourced directly from manufacturers.,,2026-06-12T12:55:32.811536,synthetic
Wheat Flour Maida,Agricultural Products,1999.32,4328.3,MT,"₹1,999 - ₹4,328/Bag (50 Kg)",Royal Industries,Bangalore,Karnataka,True,3.7,376,10 MT,High-quality wheat flour maida sourced directly from manufacturers.,,2026-06-12T12:55:32.834046,synthetic
Moringa Leaf Powder,Agricultural Products,2576.96,6210.64,MT,"₹2,577 - ₹6,211/Bag (50 Kg)",Star Pvt Ltd,Kanpur,Uttar Pradesh,True,4.7,134,5 Kg,High-quality moringa leaf powder sourced directly from manufacturers.,,2026-06-12T12:55:32.834797,synthetic
Sesame Seeds Natural,Agricultural Products,2839.57,6779.2,Bag (50 Kg),"₹2,840 - ₹6,779/Kg",Royal Works,Surat,Gujarat,False,4.8,144,10 MT,High-quality sesame seeds natural sourced directly from manufacturers.,,2026-06-12T12:55:32.833412,synthetic
Ginger Dry Slices,Agricultural Products,2098.04,4180.07,Kg,"₹2,098 - ₹4,180/Quintal",Global Works,Kanpur,Uttar Pradesh,True,,,50 Quintal,High-quality ginger dry slices sourced directly from manufacturers.,,2026-06-12T12:55:32.834715,synthetic
Industrial PLC Controller,Electronics,6698.93,14288.39,Pack of 100,"₹6,699 - ₹14,288/Pack of 10",National Enterprises,Vadodara,Gujarat,True,4.2,201,50 Piece,High-quality industrial plc controller sourced directly from manufacturers.,,2026-06-12T12:55:32.817572,synthetic
Belt Conveyor System,Industrial Machinery,217863.18,501006.41,Piece,"₹217,863 - ₹501,006/Set",Sri Exports,Faridabad,Haryana,False,3.9,305,500 Set,High-quality belt conveyor system sourced directly from manufacturers.,,2026-06-12T12:55:32.811298,synthetic
LCD Display Panel,Electronics,26342.91,37749.34,Pack of 10,"₹26,343 - ₹37,749/Pack of 100",Shree Exports,Nagpur,Maharashtra,True,3.8,207,10 Pack of 10,High-quality lcd display panel sourced directly from manufacturers.,,2026-06-12T12:55:32.819239,synthetic
Onion Dehydrated Flakes,Agricultural Products,1297.31,1885.6,Quintal,"₹1,297 - ₹1,886/Bag (50 Kg)",Star Pvt Ltd,Gurgaon,Haryana,False,3.7,148,5 Quintal,High-quality onion dehydrated flakes sourced directly from manufacturers.,,2026-06-12T12:55:32.835211,synthetic
Black Pepper Whole,Agricultural Products,1813.85,2898.39,Kg,"₹1,814 - ₹2,898/MT",Anand Industries,Mumbai,Maharashtra,False,,,10 MT,High-quality black pepper whole sourced directly from manufacturers.,,2026-06-12T12:55:32.832252,synthetic
Lathe Machine,Industrial Machinery,2660118.67,5013586.32,Set,"₹2,660,119 - ₹5,013,586/Set",Shree Industries,Faridabad,Haryana,True,,,50 Piece,High-quality lathe machine sourced directly from manufacturers.,,2026-06-12T12:55:32.811763,synthetic
Banana Powder Spray Dried,Agricultural Products,1750.5,3434.86,Bag (50 Kg),"₹1,750 - ₹3,435/Ton",Apex Industries,Ludhiana,Punjab,False,4.8,185,10 MT,High-quality banana powder spray dried sourced directly from manufacturers.,,2026-06-12T12:55:32.834425,synthetic
Yellow Corn Maize,Agricultural Products,904.86,1512.11,Bag (50 Kg),"₹905 - ₹1,512/Bag (50 Kg)",Raj Corporation,Chennai,Tamil Nadu,True,,,10 Bag (50 Kg),High-quality yellow corn maize sourced directly from manufacturers.,,2026-06-12T12:55:32.831704,synthetic
Chickpea (Chana Dal),Agricultural Products,301.22,443.2,Ton,₹301 - ₹443/Kg,Bharat Pvt Ltd,Nagpur,Maharashtra,True,3.7,300,100 MT,High-quality chickpea (chana dal) sourced directly from manufacturers.,,2026-06-12T12:55:32.834173,synthetic
Net Embroidered Lace,Textiles & Apparel,84.1,120.55,Kg,₹84 - ₹121/Piece,Indian Exports,Ludhiana,Punjab,False,4.2,244,50 Roll,High-quality net embroidered lace sourced directly from manufacturers.,,2026-06-12T12:55:32.824843,synthetic
Vibrating Screen,Industrial Machinery,219801.31,474656.14,Piece,"₹219,801 - ₹474,656/Set",Shree Traders,Kolkata,West Bengal,True,3.8,397,5 Piece,High-quality vibrating screen sourced directly from manufacturers.,,2026-06-12T12:55:32.814107,synthetic
Non-Woven PP Fabric,Textiles & Apparel,254.53,517.06,Kg,₹255 - ₹517/Meter,Anand Exports,Pune,Maharashtra,False,,,5 Piece,High-quality non-woven pp fabric sourced directly from manufacturers.,,2026-06-12T12:55:32.825477,synthetic
Chickpea (Chana Dal),Agricultural Products,386.55,781.46,Kg,₹387 - ₹781/Kg,Global Industries,Kanpur,Uttar Pradesh,True,4.2,28,10 Ton,High-quality chickpea (chana dal) sourced directly from manufacturers.,,2026-06-12T12:55:32.834156,synthetic
Groundnut Kernels Bold,Agricultural Products,728.6,854.87,Kg,₹729 - ₹855/Quintal,Sri Traders,Noida,Uttar Pradesh,True,4.7,24,1 Quintal,High-quality groundnut kernels bold sourced directly from manufacturers.,,2026-06-12T12:55:32.832694,synthetic
Industrial Air Compressor,Industrial Machinery,1748060.36,4328456.74,Unit,"₹1,748,060 - ₹4,328,457/Set",Apex Industries,Delhi,Delhi,False,4.6,161,50 Set,High-quality industrial air compressor sourced directly from manufacturers.,,2026-06-12T12:55:32.811600,synthetic
Hydraulic Press Machine,Industrial Machinery,348925.16,550018.45,Set,"₹348,925 - ₹550,018/Piece",Sri International,Coimbatore,Tamil Nadu,False,,,1 Set,High-quality hydraulic press machine sourced directly from manufacturers.,,2026-06-12T12:55:32.811049,synthetic
SMD Capacitor Kit,Electronics,8092.68,18217.42,Pack of 100,"₹8,093 - ₹18,217/Unit",Advanced Enterprises,Pune,Maharashtra,True,,,1 Piece,High-quality smd capacitor kit sourced directly from manufacturers.,,2026-06-12T12:55:32.818029,synthetic
Sodium Silicate Solution,Chemical & Pharma,5297.18,7474.35,Drum,"₹5,297 - ₹7,474/Kg",National Exports,Coimbatore,Tamil Nadu,True,3.8,442,50 Litre,High-quality sodium silicate solution sourced directly from manufacturers.,,2026-06-12T12:55:32.830317,synthetic
Soybean Oil Crude,Agricultural Products,964.75,1605.88,MT,"₹965 - ₹1,606/Bag (50 Kg)",Premier Solutions,Jaipur,Rajasthan,True,3.7,484,50 Ton,High-quality soybean oil crude sourced directly from manufacturers.,,2026-06-12T12:55:32.832453,synthetic
Castor Seeds,Agricultural Products,960.17,1453.87,Bag (50 Kg),"₹960 - ₹1,454/Kg",Sri International,Kolkata,West Bengal,False,3.6,141,5 Ton,High-quality castor seeds sourced directly from manufacturers.,,2026-06-12T12:55:32.833520,synthetic
Silk Dupioni Fabric,Textiles & Apparel,361.72,713.85,Meter,₹362 - ₹714/Kg,Shree Solutions,Gurgaon,Haryana,True,4.2,165,1 Kg,High-quality silk dupioni fabric sourced directly from manufacturers.,,2026-06-12T12:55:32.822532,synthetic
Three Phase Inverter,Electronics,14518.24,25519.84,Unit,"₹14,518 - ₹25,520/Piece",Bharat Solutions,Jaipur,Rajasthan,True,,,500 Pack of 10,High-quality three phase inverter sourced directly from manufacturers.,,2026-06-12T12:55:32.819923,synthetic
Servo Motor Driver,Electronics,21621.66,37798.97,Piece,"₹21,622 - ₹37,799/Pack of 10",Shree Corporation,Nagpur,Maharashtra,True,4.5,211,100 Pack of 10,High-quality servo motor driver sourced directly from manufacturers.,,2026-06-12T12:55:32.821048,synthetic
Centrifugal Pump,Industrial Machinery,644263.01,1210956.07,Set,"₹644,263 - ₹1,210,956/Unit",Star Pvt Ltd,Gurgaon,Haryana,True,4.4,149,500 Unit,High-quality centrifugal pump sourced directly from manufacturers.,,2026-06-12T12:55:32.815576,synthetic
Organic Turmeric Powder,Agricultural Products,2845.5,4487.9,MT,"₹2,846 - ₹4,488/Quintal",National Manufacturers,Coimbatore,Tamil Nadu,False,4.5,395,500 Ton,High-quality organic turmeric powder sourced directly from manufacturers.,,2026-06-12T12:55:32.831919,synthetic
Sunflower Seeds,Agricultural Products,1196.81,2004.33,Kg,"₹1,197 - ₹2,004/Kg",Indian Exports,Pune,Maharashtra,False,,,500 Bag (50 Kg),High-quality sunflower seeds sourced directly from manufacturers.,,2026-06-12T12:55:32.833769,synthetic
Industrial PLC Controller,Electronics,5031.84,9753.63,Unit,"₹5,032 - ₹9,754/Pack of 100",Sri Enterprises,Noida,Uttar Pradesh,True,4.1,386,1 Unit,High-quality industrial plc controller sourced directly from manufacturers.,,2026-06-12T12:55:32.817548,synthetic
Ferric Chloride Solution,Chemical & Pharma,9816.68,20964.31,Litre,"₹9,817 - ₹20,964/Drum",Raj International,Nagpur,Maharashtra,True,,,10 Litre,High-quality ferric chloride solution sourced directly from manufacturers.,,2026-06-12T12:55:32.829873,synthetic
Organic Cotton Fabric,Textiles & Apparel,612.92,993.48,Piece,₹613 - ₹993/Roll,Bharat Enterprises,Chennai,Tamil Nadu,True,,,1 Kg,High-quality organic cotton fabric sourced directly from manufacturers.,,2026-06-12T12:55:32.821972,synthetic
Black Pepper Whole,Agricultural Products,2678.25,5978.99,Kg,"₹2,678 - ₹5,979/Ton",Bharat Traders,Coimbatore,Tamil Nadu,False,,,500 Ton,High-quality black pepper whole sourced directly from manufacturers.,,2026-06-12T12:55:32.832289,synthetic
Centrifugal Pump,Industrial Machinery,1203507.54,2514793.65,Piece,"₹1,203,508 - ₹2,514,794/Unit",Indian Industries,Nagpur,Maharashtra,True,4.7,38,50 Unit,High-quality centrifugal pump sourced directly from manufacturers.,,2026-06-12T12:55:32.815461,synthetic
Onion Dehydrated Flakes,Agricultural Products,1144.33,1929.28,Kg,"₹1,144 - ₹1,929/MT",Global International,Indore,Madhya Pradesh,True,,,10 Kg,High-quality onion dehydrated flakes sourced directly from manufacturers.,,2026-06-12T12:55:32.835172,synthetic
Fresh Pomegranate Arils,Agricultural Products,266.61,562.83,Quintal,₹267 - ₹563/Kg,National Manufacturers,Faridabad,Haryana,True,,,100 Bag (50 Kg),High-quality fresh pomegranate arils sourced directly from manufacturers.,,2026-06-12T12:55:32.832919,synthetic
Industrial Ethernet Switch,Electronics,5870.07,7707.22,Pack of 100,"₹5,870 - ₹7,707/Piece",Global Industries,Noida,Uttar Pradesh,True,4.9,282,10 Piece,High-quality industrial ethernet switch sourced directly from manufacturers.,,2026-06-12T12:55:32.820633,synthetic
Raspberry Pi 4 Module,Electronics,19795.57,21236.91,Unit,"₹19,796 - ₹21,237/Unit",Shree Solutions,Vadodara,Gujarat,True,,,500 Pack of 100,High-quality raspberry pi 4 module sourced directly from manufacturers.,,2026-06-12T12:55:32.816859,synthetic
Non-Woven PP Fabric,Textiles & Apparel,1171.51,2208.47,Kg,"₹1,172 - ₹2,208/Roll",Sri Industries,Bangalore,Karnataka,False,3.8,24,10 Kg,High-quality non-woven pp fabric sourced directly from manufacturers.,,2026-06-12T12:55:32.825284,synthetic
Injection Molding Machine,Industrial Machinery,669973.58,1126870.21,Piece,"₹669,974 - ₹1,126,870/Unit",Advanced Corporation,Mumbai,Maharashtra,True,4.7,371,100 Set,High-quality injection molding machine sourced directly from manufacturers.,,2026-06-12T12:55:32.811926,synthetic
Sodium Bicarbonate Food Grade,Chemical & Pharma,28104.94,41946.28,Bag,"₹28,105 - ₹41,946/MT",Sri Enterprises,Coimbatore,Tamil Nadu,False,4.2,63,50 Drum,High-quality sodium bicarbonate food grade sourced directly from manufacturers.,,2026-06-12T12:55:32.828431,synthetic
Pneumatic Drill Press,Industrial Machinery,765439.97,937626.48,Piece,"₹765,440 - ₹937,626/Piece",Anand International,Kolkata,West Bengal,False,4.9,354,10 Set,High-quality pneumatic drill press sourced directly from manufacturers.,,2026-06-12T12:55:32.812459,synthetic
Industrial Canvas Fabric,Textiles & Apparel,509.13,944.91,Kg,₹509 - ₹945/Piece,Global Solutions,Noida,Uttar Pradesh,True,,,50 Meter,High-quality industrial canvas fabric sourced directly from manufacturers.,,2026-06-12T12:55:32.826138,synthetic
Zinc Oxide Powder,Chemical & Pharma,9084.17,17390.97,Kg,"₹9,084 - ₹17,391/Drum",Modern Exports,Chennai,Tamil Nadu,True,4.5,408,10 Drum,High-quality zinc oxide powder sourced directly from manufacturers.,,2026-06-12T12:55:32.831097,synthetic
Zinc Oxide Powder,Chemical & Pharma,11022.86,13491.99,Kg,"₹11,023 - ₹13,492/Bag",Royal Works,Ahmedabad,Gujarat,False,4.9,116,50 MT,High-quality zinc oxide powder sourced directly from manufacturers.,,2026-06-12T12:55:32.831122,synthetic
RFID Reader Module,Electronics,27139.67,52647.34,Unit,"₹27,140 - ₹52,647/Pack of 100",Advanced Industries,Gurgaon,Haryana,False,,,50 Unit,High-quality rfid reader module sourced directly from manufacturers.,,2026-06-12T12:55:32.820415,synthetic
Energy Meter,Electronics,398.76,958.95,Pack of 100,₹399 - ₹959/Unit,Anand Manufacturers,Indore,Madhya Pradesh,True,4.8,39,10 Piece,High-quality energy meter sourced directly from manufacturers.,,2026-06-12T12:55:32.819980,synthetic
Sunflower Seeds,Agricultural Products,1181.81,1414.5,MT,"₹1,182 - ₹1,414/Quintal",Indian Traders,Surat,Gujarat,True,,,500 Ton,High-quality sunflower seeds sourced directly from manufacturers.,,2026-06-12T12:55:32.833820,synthetic
Benzoic Acid,Chemical & Pharma,16552.39,38549.37,Kg,"₹16,552 - ₹38,549/Bag",Bharat Corporation,Faridabad,Haryana,True,,,500 Litre,High-quality benzoic acid sourced directly from manufacturers.,,2026-06-12T12:55:32.831446,synthetic
Industrial Pump,Industrial Machinery,2998130.09,6857732.13,Unit,"₹2,998,130 - ₹6,857,732/Piece",Modern Exports,Ludhiana,Punjab,False,4.4,359,10 Piece,High-quality industrial pump sourced directly from manufacturers.,,2026-06-12T12:55:32.813792,synthetic
Servo Motor Driver,Electronics,20944.4,35018.76,Piece,"₹20,944 - ₹35,019/Pack of 100",Raj Traders,Nagpur,Maharashtra,True,4.4,380,50 Pack of 10,High-quality servo motor driver sourced directly from manufacturers.,,2026-06-12T12:55:32.821263,synthetic
Organic Turmeric Powder,Agricultural Products,1591.3,2528.27,Ton,"₹1,591 - ₹2,528/Kg",Shree Works,Surat,Gujarat,False,4.8,67,500 MT,High-quality organic turmeric powder sourced directly from manufacturers.,,2026-06-12T12:55:32.831951,synthetic
Belt Conveyor System,Industrial Machinery,1464638.76,1991811.44,Piece,"₹1,464,639 - ₹1,991,811/Unit",Global International,Faridabad,Haryana,True,,,10 Unit,High-quality belt conveyor system sourced directly from manufacturers.,,2026-06-12T12:55:32.811227,synthetic
Ferric Chloride Solution,Chemical & Pharma,29678.77,45670.26,Kg,"₹29,679 - ₹45,670/Litre",Bharat Corporation,Kolkata,West Bengal,True,,,1 Drum,High-quality ferric chloride solution sourced directly from manufacturers.,,2026-06-12T12:55:32.829986,synthetic
Belt Conveyor System,Industrial Machinery,760672.25,1817044.52,Set,"₹760,672 - ₹1,817,045/Piece",Sri Pvt Ltd,Kanpur,Uttar Pradesh,True,3.6,334,5 Unit,High-quality belt conveyor system sourced directly from manufacturers.,,2026-06-12T12:55:32.811206,synthetic
Hand Woven Khadi Cloth,Textiles & Apparel,242.26,564.89,Meter,₹242 - ₹565/Meter,Raj Traders,Ahmedabad,Gujarat,False,3.9,490,1 Kg,High-quality hand woven khadi cloth sourced directly from manufacturers.,,2026-06-12T12:55:32.825800,synthetic
Hydrochloric Acid Industrial,Chemical & Pharma,12552.84,20616.28,Litre,"₹12,553 - ₹20,616/MT",Royal International,Bangalore,Karnataka,False,3.9,231,1 Kg,High-quality hydrochloric acid industrial sourced directly from manufacturers.,,2026-06-12T12:55:32.827242,synthetic
Plasma Cutting Machine,Industrial Machinery,2893763.94,5567359.26,Unit,"₹2,893,764 - ₹5,567,359/Set",Bharat Exports,Bangalore,Karnataka,False,3.7,180,5 Set,High-quality plasma cutting machine sourced directly from manufacturers.,,2026-06-12T12:55:32.814773,synthetic
Three Phase Inverter,Electronics,12053.29,29474.51,Pack of 10,"₹12,053 - ₹29,475/Piece",Raj Enterprises,Surat,Gujarat,True,4.2,216,5 Piece,High-quality three phase inverter sourced directly from manufacturers.,,2026-06-12T12:55:32.819884,synthetic
Moringa Leaf Powder,Agricultural Products,958.83,1776.18,Kg,"₹959 - ₹1,776/Quintal",Apex Enterprises,Hyderabad,Telangana,False,3.9,132,100 MT,High-quality moringa leaf powder sourced directly from manufacturers.,,2026-06-12T12:55:32.834911,synthetic
Ginger Dry Slices,Agricultural Products,561.44,940.45,Quintal,₹561 - ₹940/Kg,Advanced Works,Delhi,Delhi,True,,,10 Quintal,High-quality ginger dry slices sourced directly from manufacturers.,,2026-06-12T12:55:32.834756,synthetic
Pellet Mill Machine,Industrial Machinery,194043.22,472903.84,Unit,"₹194,043 - ₹472,904/Set",New Exports,Vadodara,Gujarat,False,,,500 Piece,High-quality pellet mill machine sourced directly from manufacturers.,,2026-06-12T12:55:32.814311,synthetic
Titanium Dioxide Pigment,Chemical & Pharma,5156.2,8981.19,MT,"₹5,156 - ₹8,981/Bag",Modern Works,Faridabad,Haryana,True,4.4,250,10 Drum,High-quality titanium dioxide pigment sourced directly from manufacturers.,,2026-06-12T12:55:32.827669,synthetic
Benzoic Acid,Chemical & Pharma,25962.62,48024.0,MT,"₹25,963 - ₹48,024/Drum",Raj Manufacturers,Gurgaon,Haryana,False,,,500 Bag,High-quality benzoic acid sourced directly from manufacturers.,,2026-06-12T12:55:32.831428,synthetic
Raspberry Pi 4 Module,Electronics,12447.21,23222.27,Pack of 100,"₹12,447 - ₹23,222/Unit",Raj Pvt Ltd,Hyderabad,Telangana,True,,,10 Pack of 10,High-quality raspberry pi 4 module sourced directly from manufacturers.,,2026-06-12T12:55:32.816754,synthetic
Microfiber Cleaning Cloth,Textiles & Apparel,369.98,792.38,Roll,₹370 - ₹792/Meter,Apex Manufacturers,Gurgaon,Haryana,True,4.7,42,1 Meter,High-quality microfiber cleaning cloth sourced directly from manufacturers.,,2026-06-12T12:55:32.825699,synthetic
Industrial Fan,Industrial Machinery,1068391.84,1200107.02,Set,"₹1,068,392 - ₹1,200,107/Piece",Modern Industries,Nagpur,Maharashtra,True,4.5,147,50 Piece,High-quality industrial fan sourced directly from manufacturers.,,2026-06-12T12:55:32.815696,synthetic
Antibacterial Sports Fabric,Textiles & Apparel,55.07,116.74,Kg,₹55 - ₹117/Piece,Royal Manufacturers,Ahmedabad,Gujarat,True,,,5 Roll,High-quality antibacterial sports fabric sourced directly from manufacturers.,,2026-06-12T12:55:32.826550,synthetic
MOSFET Transistor Pack,Electronics,12443.61,27124.52,Pack of 100,"₹12,444 - ₹27,125/Pack of 10",Raj Traders,Vadodara,Gujarat,True,4.4,87,10 Unit,High-quality mosfet transistor pack sourced directly from manufacturers.,,2026-06-12T12:55:32.817296,synthetic
Polyester Woven Fabric,Textiles & Apparel,383.28,631.53,Kg,₹383 - ₹632/Roll,Global International,Bangalore,Karnataka,False,,,100 Meter,High-quality polyester woven fabric sourced directly from manufacturers.,,2026-06-12T12:55:32.822446,synthetic
Denim Twill Fabric,Textiles & Apparel,978.03,1914.39,Roll,"₹978 - ₹1,914/Kg",Raj Manufacturers,Faridabad,Haryana,True,3.5,285,50 Kg,High-quality denim twill fabric sourced directly from manufacturers.,,2026-06-12T12:55:32.823436,synthetic
Industrial UPS System,Electronics,25621.95,55875.16,Pack of 100,"₹25,622 - ₹55,875/Piece",Modern Enterprises,Kolkata,West Bengal,True,4.5,138,50 Pack of 10,High-quality industrial ups system sourced directly from manufacturers.,,2026-06-12T12:55:32.819409,synthetic
Lathe Machine,Industrial Machinery,1358458.23,2907204.32,Unit,"₹1,358,458 - ₹2,907,204/Piece",Bharat Traders,Surat,Gujarat,True,4.4,141,5 Unit,High-quality lathe machine sourced directly from manufacturers.,,2026-06-12T12:55:32.811835,synthetic
Black Pepper Whole,Agricultural Products,378.0,849.04,Bag (50 Kg),₹378 - ₹849/MT,Shree Pvt Ltd,Ludhiana,Punjab,True,,,1 MT,High-quality black pepper whole sourced directly from manufacturers.,,2026-06-12T12:55:32.832310,synthetic
Potassium Nitrate Fertilizer,Chemical & Pharma,3625.04,4984.21,Bag,"₹3,625 - ₹4,984/MT",Advanced Corporation,Surat,Gujarat,True,4.7,395,500 Bag,High-quality potassium nitrate fertilizer sourced directly from manufacturers.,,2026-06-12T12:55:32.827904,synthetic
Energy Meter,Electronics,5666.92,13593.88,Piece,"₹5,667 - ₹13,594/Pack of 100",Shree Works,Faridabad,Haryana,False,3.8,174,1 Pack of 100,High-quality energy meter sourced directly from manufacturers.,,2026-06-12T12:55:32.820104,synthetic
Chickpea (Chana Dal),Agricultural Products,176.4,216.38,MT,₹176 - ₹216/Ton,Global Works,Faridabad,Haryana,True,,,500 Bag (50 Kg),High-quality chickpea (chana dal) sourced directly from manufacturers.,,2026-06-12T12:55:32.834225,synthetic
Urea Prilled Fertilizer,Chemical & Pharma,7095.71,11859.22,MT,"₹7,096 - ₹11,859/Drum",Global Pvt Ltd,Hyderabad,Telangana,True,,,5 Drum,High-quality urea prilled fertilizer sourced directly from manufacturers.,,2026-06-12T12:55:32.830169,synthetic
Wool Worsted Suiting,Textiles & Apparel,945.49,1589.62,Meter,"₹945 - ₹1,590/Piece",Sri Works,Pune,Maharashtra,True,,,100 Piece,High-quality wool worsted suiting sourced directly from manufacturers.,,2026-06-12T12:55:32.824419,synthetic
Chickpea (Chana Dal),Agricultural Products,1690.53,4146.12,Quintal,"₹1,691 - ₹4,146/Kg",New International,Bangalore,Karnataka,False,4.8,155,100 MT,High-quality chickpea (chana dal) sourced directly from manufacturers.,,2026-06-12T12:55:32.834192,synthetic
Injection Molding Machine,Industrial Machinery,1827633.77,3901070.02,Unit,"₹1,827,634 - ₹3,901,070/Piece",Royal Enterprises,Ludhiana,Punjab,True,,,10 Set,High-quality injection molding machine sourced directly from manufacturers.,,2026-06-12T12:55:32.812076,synthetic
PCB Prototype Board,Electronics,1784.28,2096.54,Pack of 10,"₹1,784 - ₹2,097/Piece",Shree Corporation,Jaipur,Rajasthan,False,3.6,342,500 Piece,High-quality pcb prototype board sourced directly from manufacturers.,,2026-06-12T12:55:32.818307,synthetic
Organic Cotton Fabric,Textiles & Apparel,980.74,2054.83,Kg,"₹981 - ₹2,055/Piece",New Enterprises,Hyderabad,Telangana,True,3.8,410,5 Piece,High-quality organic cotton fabric sourced directly from manufacturers.,,2026-06-12T12:55:32.822086,synthetic
Wheat Flour Maida,Agricultural Products,1574.33,2314.55,Quintal,"₹1,574 - ₹2,315/Kg",Star Enterprises,Vadodara,Gujarat,True,3.9,410,5 Quintal,High-quality wheat flour maida sourced directly from manufacturers.,,2026-06-12T12:55:32.834010,synthetic
Denim Twill Fabric,Textiles & Apparel,828.72,1057.6,Kg,"₹829 - ₹1,058/Roll",Shree Manufacturers,Ahmedabad,Gujarat,False,,,500 Meter,High-quality denim twill fabric sourced directly from manufacturers.,,2026-06-12T12:55:32.823249,synthetic
Organic Turmeric Powder,Agricultural Products,1605.36,2364.97,MT,"₹1,605 - ₹2,365/Quintal",Modern Enterprises,Bangalore,Karnataka,True,,,500 MT,High-quality organic turmeric powder sourced directly from manufacturers.,,2026-06-12T12:55:32.832107,synthetic
Organic Cotton Fabric,Textiles & Apparel,818.76,1132.67,Roll,"₹819 - ₹1,133/Kg",Global Industries,Pune,Maharashtra,True,4.3,359,50 Roll,High-quality organic cotton fabric sourced directly from manufacturers.,,2026-06-12T12:55:32.821773,synthetic
Castor Seeds,Agricultural Products,964.8,1220.09,Kg,"₹965 - ₹1,220/Ton",Apex Pvt Ltd,Noida,Uttar Pradesh,True,4.1,229,100 Bag (50 Kg),High-quality castor seeds sourced directly from manufacturers.,,2026-06-12T12:55:32.833647,synthetic
Variable Frequency Drive,Electronics,22847.74,29575.9,Pack of 100,"₹22,848 - ₹29,576/Pack of 100",Premier Exports,Chennai,Tamil Nadu,True,3.6,315,50 Pack of 100,High-quality variable frequency drive sourced directly from manufacturers.,,2026-06-12T12:55:32.819618,synthetic
Hydrogen Peroxide 35%,Chemical & Pharma,14822.87,27423.62,Litre,"₹14,823 - ₹27,424/Kg",Raj Traders,Noida,Uttar Pradesh,True,3.8,302,100 Litre,High-quality hydrogen peroxide 35% sourced directly from manufacturers.,,2026-06-12T12:55:32.828893,synthetic
PCB Prototype Board,Electronics,4956.79,12054.29,Pack of 10,"₹4,957 - ₹12,054/Unit",Bharat Industries,Indore,Madhya Pradesh,True,3.9,191,1 Unit,High-quality pcb prototype board sourced directly from manufacturers.,,2026-06-12T12:55:32.818328,synthetic
Three Phase Inverter,Electronics,17838.03,19970.43,Piece,"₹17,838 - ₹19,970/Pack of 100",Star Exports,Ludhiana,Punjab,True,,,1 Unit,High-quality three phase inverter sourced directly from manufacturers.,,2026-06-12T12:55:32.819719,synthetic
Benzoic Acid,Chemical & Pharma,2542.89,3129.89,Kg,"₹2,543 - ₹3,130/Litre",Global Enterprises,Coimbatore,Tamil Nadu,True,4.1,484,100 MT,High-quality benzoic acid sourced directly from manufacturers.,,2026-06-12T12:55:32.831235,synthetic
Fire Retardant Fabric,Textiles & Apparel,282.38,647.32,Piece,₹282 - ₹647/Meter,Sri Enterprises,Bangalore,Karnataka,True,3.8,41,50 Piece,High-quality fire retardant fabric sourced directly from manufacturers.,,2026-06-12T12:55:32.826326,synthetic
